date,value_etf,ticker,field
2022-10-21,0.0298,XLF US Equity,daily_return
2022-10-21,88.69,XLI US Equity,close
2022-10-21,0.0275,XLI US Equity,daily_return
2022-10-21,124.34,XLK US Equity,close
2022-10-21,0.0268,XLK US Equity,daily_return
2022-10-21,68.91,XLP US Equity,close
2022-10-21,0.0153,XLP US Equity,daily_return
2022-10-21,34.67,XLRE US Equity,close
2022-10-21,0.007,XLRE US Equity,daily_return
2022-10-21,63.31,XLU US Equity,close
2022-10-21,0.0185,XLU US Equity,daily_return
2022-10-21,126.54,XLV US Equity,close
2022-10-21,0.0225,XLV US Equity,daily_return
2022-10-21,142.4,XLY US Equity,close
2022-10-21,0.0291,XLY US Equity,daily_return
2022-10-24,71.9,XLB US Equity,close
2022-10-24,-0.0058,XLB US Equity,daily_return
2022-10-24,50.5,XLC US Equity,close
2022-10-24,0.007,XLC US Equity,daily_return
2022-10-24,87.34,XLE US Equity,close
2022-10-24,0.0047,XLE US Equity,daily_return
2022-10-24,32.62,XLF US Equity,close
2022-10-24,0.0134,XLF US Equity,daily_return
2022-10-24,89.87,XLI US Equity,close
2022-10-24,0.0133,XLI US Equity,daily_return
2022-10-24,126.06,XLK US Equity,close
2022-10-24,0.0138,XLK US Equity,daily_return
2022-10-24,70.15,XLP US Equity,close
2022-10-24,0.018,XLP US Equity,daily_return
2022-10-24,34.65,XLRE US Equity,close
2022-10-24,-0.0006,XLRE US Equity,daily_return
2022-10-24,63.84,XLU US Equity,close
2022-10-24,0.0084,XLU US Equity,daily_return
2022-10-24,128.98,XLV US Equity,close
2022-10-24,0.0193,XLV US Equity,daily_return
2022-10-24,142.99,XLY US Equity,close
2022-10-24,0.0041,XLY US Equity,daily_return
2022-10-25,73.68,XLB US Equity,close
2022-10-25,0.0248,XLB US Equity,daily_return
2022-10-25,51.84,XLC US Equity,close
2022-10-25,0.0265,XLC US Equity,daily_return
2022-10-25,87.43,XLE US Equity,close
2022-10-25,0.001,XLE US Equity,daily_return
2022-10-25,33.01,XLF US Equity,close
2022-10-25,0.012,XLF US Equity,daily_return
2022-10-25,91.08,XLI US Equity,close
2022-10-25,0.0135,XLI US Equity,daily_return
2022-10-25,128.47,XLK US Equity,close
2022-10-25,0.0191,XLK US Equity,daily_return
2022-10-25,71.07,XLP US Equity,close
2022-10-25,0.0131,XLP US Equity,daily_return
2022-10-25,36.02,XLRE US Equity,close
2022-10-25,0.0395,XLRE US Equity,daily_return
2022-10-25,65.12,XLU US Equity,close
2022-10-25,0.02,XLU US Equity,daily_return
2022-10-25,129.96,XLV US Equity,close
2022-10-25,0.0076,XLV US Equity,daily_return
2022-10-25,146.57,XLY US Equity,close
2022-10-25,0.025,XLY US Equity,daily_return
2022-10-26,74.2,XLB US Equity,close
2022-10-26,0.0071,XLB US Equity,daily_return
2022-10-26,50.2,XLC US Equity,close
2022-10-26,-0.0316,XLC US Equity,daily_return
2022-10-26,88.62,XLE US Equity,close
2022-10-26,0.0136,XLE US Equity,daily_return
2022-10-26,33.09,XLF US Equity,close
2022-10-26,0.0024,XLF US Equity,daily_return
2022-10-26,91.4,XLI US Equity,close
2022-10-26,0.0035,XLI US Equity,daily_return
2022-10-26,125.61,XLK US Equity,close
2022-10-26,-0.0223,XLK US Equity,daily_return
2022-10-26,71.54,XLP US Equity,close
2022-10-26,0.0066,XLP US Equity,daily_return
2022-10-26,35.95,XLRE US Equity,close
2022-10-26,-0.0019,XLRE US Equity,daily_return
2022-10-26,65.09,XLU US Equity,close
2022-10-26,-0.0005,XLU US Equity,daily_return
2022-10-26,131.4,XLV US Equity,close
2022-10-26,0.0111,XLV US Equity,daily_return
2022-10-26,145.39,XLY US Equity,close
2022-10-26,-0.0081,XLY US Equity,daily_return
2022-10-27,74.01,XLB US Equity,close
2022-10-27,-0.0026,XLB US Equity,daily_return
2022-10-27,47.82,XLC US Equity,close
2022-10-27,-0.0474,XLC US Equity,daily_return
2022-10-27,88.94,XLE US Equity,close
2022-10-27,0.0036,XLE US Equity,daily_return
2022-10-27,33.36,XLF US Equity,close
2022-10-27,0.0082,XLF US Equity,daily_return
2022-10-27,92.47,XLI US Equity,close
2022-10-27,0.0117,XLI US Equity,daily_return
2022-10-27,124.18,XLK US Equity,close
2022-10-27,-0.0114,XLK US Equity,daily_return
2022-10-27,71.6,XLP US Equity,close
2022-10-27,0.0008,XLP US Equity,daily_return
2022-10-27,35.97,XLRE US Equity,close
2022-10-27,0.0006,XLRE US Equity,daily_return
2022-10-27,65.61,XLU US Equity,close
2022-10-27,0.008,XLU US Equity,daily_return
2022-10-27,130.71,XLV US Equity,close
2022-10-27,-0.0053,XLV US Equity,daily_return
2022-10-27,144.83,XLY US Equity,close
2022-10-27,-0.0039,XLY US Equity,daily_return
2022-10-28,74.75,XLB US Equity,close
2022-10-28,0.01,XLB US Equity,daily_return
2022-10-28,49.03,XLC US Equity,close
2022-10-28,0.0253,XLC US Equity,daily_return
2022-10-28,89.25,XLE US Equity,close
2022-10-28,0.0035,XLE US Equity,daily_return
2022-10-28,34.19,XLF US Equity,close
2022-10-28,0.0249,XLF US Equity,daily_return
2022-10-28,94.62,XLI US Equity,close
2022-10-28,0.0233,XLI US Equity,daily_return
2022-10-28,129.58,XLK US Equity,close
2022-10-28,0.0435,XLK US Equity,daily_return
2022-10-28,73.17,XLP US Equity,close
2022-10-28,0.0219,XLP US Equity,daily_return
2022-10-28,36.82,XLRE US Equity,close
2022-10-28,0.0236,XLRE US Equity,daily_return
2022-10-28,67.41,XLU US Equity,close
2022-10-28,0.0274,XLU US Equity,daily_return
2022-10-28,132.86,XLV US Equity,close
2022-10-28,0.0164,XLV US Equity,daily_return
2022-10-28,144.96,XLY US Equity,close
2022-10-28,0.0009,XLY US Equity,daily_return
2022-10-31,74.08,XLB US Equity,close
2022-10-31,-0.009,XLB US Equity,daily_return
2022-10-31,48.21,XLC US Equity,close
2022-10-31,-0.0167,XLC US Equity,daily_return
2022-10-31,90.0,XLE US Equity,close
2022-10-31,0.0084,XLE US Equity,daily_return
2022-10-31,33.98,XLF US Equity,close
2022-10-31,-0.0061,XLF US Equity,daily_return
2022-10-31,94.35,XLI US Equity,close
2022-10-31,-0.0029,XLI US Equity,daily_return
2022-10-31,127.87,XLK US Equity,close
2022-10-31,-0.0132,XLK US Equity,daily_return
2022-10-31,72.74,XLP US Equity,close
2022-10-31,-0.0059,XLP US Equity,daily_return
2022-10-31,36.73,XLRE US Equity,close
2022-10-31,-0.0024,XLRE US Equity,daily_return
2022-10-31,66.78,XLU US Equity,close
2022-10-31,-0.0093,XLU US Equity,daily_return
2022-10-31,132.75,XLV US Equity,close
2022-10-31,-0.0008,XLV US Equity,daily_return
2022-10-31,144.03,XLY US Equity,close
2022-10-31,-0.0064,XLY US Equity,daily_return
2022-11-01,74.27,XLB US Equity,close
2022-11-01,0.0026,XLB US Equity,daily_return
2022-11-01,47.9,XLC US Equity,close
2022-11-01,-0.0064,XLC US Equity,daily_return
2022-11-01,90.87,XLE US Equity,close
2022-11-01,0.0097,XLE US Equity,daily_return
2022-11-01,34.07,XLF US Equity,close
2022-11-01,0.0026,XLF US Equity,daily_return
2022-11-01,94.26,XLI US Equity,close
2022-11-01,-0.001,XLI US Equity,daily_return
2022-11-01,126.8,XLK US Equity,close
2022-11-01,-0.0084,XLK US Equity,daily_return
2022-11-01,72.51,XLP US Equity,close
2022-11-01,-0.0032,XLP US Equity,daily_return
2022-11-01,36.67,XLRE US Equity,close
2022-11-01,-0.0016,XLRE US Equity,daily_return
2022-11-01,67.04,XLU US Equity,close
2022-11-01,0.0039,XLU US Equity,daily_return
2022-11-01,132.83,XLV US Equity,close
2022-11-01,0.0006,XLV US Equity,daily_return
2022-11-01,142.57,XLY US Equity,close
2022-11-01,-0.0101,XLY US Equity,daily_return
2022-11-02,72.34,XLB US Equity,close
2022-11-02,-0.026,XLB US Equity,daily_return
2022-11-02,46.55,XLC US Equity,close
2022-11-02,-0.0282,XLC US Equity,daily_return
2022-11-02,88.68,XLE US Equity,close
2022-11-02,-0.0241,XLE US Equity,daily_return
2022-11-02,33.64,XLF US Equity,close
2022-11-02,-0.0126,XLF US Equity,daily_return
2022-11-02,92.6,XLI US Equity,close
2022-11-02,-0.0176,XLI US Equity,daily_return
2022-11-02,122.42,XLK US Equity,close
2022-11-02,-0.0345,XLK US Equity,daily_return
2022-11-02,71.25,XLP US Equity,close
2022-11-02,-0.0174,XLP US Equity,daily_return
2022-11-02,35.71,XLRE US Equity,close
2022-11-02,-0.0262,XLRE US Equity,daily_return
2022-11-02,66.39,XLU US Equity,close
2022-11-02,-0.0097,XLU US Equity,daily_return
2022-11-02,130.57,XLV US Equity,close
2022-11-02,-0.017,XLV US Equity,daily_return
2022-11-02,137.18,XLY US Equity,close
2022-11-02,-0.0378,XLY US Equity,daily_return
2022-11-03,72.89,XLB US Equity,close
2022-11-03,0.0076,XLB US Equity,daily_return
2022-11-03,45.41,XLC US Equity,close
2022-11-03,-0.0245,XLC US Equity,daily_return
2022-11-03,90.32,XLE US Equity,close
2022-11-03,0.0185,XLE US Equity,daily_return
2022-11-03,33.3,XLF US Equity,close
2022-11-03,-0.0101,XLF US Equity,daily_return
2022-11-03,93.57,XLI US Equity,close
2022-11-03,0.0105,XLI US Equity,daily_return
2022-11-03,118.82,XLK US Equity,close
2022-11-03,-0.0294,XLK US Equity,daily_return
2022-11-03,71.01,XLP US Equity,close
2022-11-03,-0.0034,XLP US Equity,daily_return
2022-11-03,35.69,XLRE US Equity,close
2022-11-03,-0.0006,XLRE US Equity,daily_return
2022-11-03,66.68,XLU US Equity,close
2022-11-03,0.0044,XLU US Equity,daily_return
2022-11-03,130.02,XLV US Equity,close
2022-11-03,-0.0042,XLV US Equity,daily_return
2022-11-03,136.36,XLY US Equity,close
2022-11-03,-0.006,XLY US Equity,daily_return
2022-11-04,75.42,XLB US Equity,close
2022-11-04,0.0347,XLB US Equity,daily_return
2022-11-04,45.72,XLC US Equity,close
2022-11-04,0.0068,XLC US Equity,daily_return
2022-11-04,91.42,XLE US Equity,close
2022-11-04,0.0122,XLE US Equity,daily_return
2022-11-04,33.91,XLF US Equity,close
2022-11-04,0.0183,XLF US Equity,daily_return
2022-11-04,95.07,XLI US Equity,close
2022-11-04,0.016,XLI US Equity,daily_return
2022-11-04,120.99,XLK US Equity,close
2022-11-04,0.0183,XLK US Equity,daily_return
2022-11-04,71.85,XLP US Equity,close
2022-11-04,0.0118,XLP US Equity,daily_return
2022-11-04,36.19,XLRE US Equity,close
2022-11-04,0.014,XLRE US Equity,daily_return
2022-11-04,67.09,XLU US Equity,close
2022-11-04,0.0061,XLU US Equity,daily_return
2022-11-04,130.81,XLV US Equity,close
2022-11-04,0.0061,XLV US Equity,daily_return
2022-11-04,137.5,XLY US Equity,close
2022-11-04,0.0084,XLY US Equity,daily_return
2022-11-07,76.01,XLB US Equity,close
2022-11-07,0.0078,XLB US Equity,daily_return
2022-11-07,46.54,XLC US Equity,close
2022-11-07,0.0179,XLC US Equity,daily_return
2022-11-07,92.99,XLE US Equity,close
2022-11-07,0.0172,XLE US Equity,daily_return
2022-11-07,34.25,XLF US Equity,close
2022-11-07,0.01,XLF US Equity,daily_return
2022-11-07,96.09,XLI US Equity,close
2022-11-07,0.0107,XLI US Equity,daily_return
2022-11-07,123.01,XLK US Equity,close
2022-11-07,0.0167,XLK US Equity,daily_return
2022-11-07,72.49,XLP US Equity,close
2022-11-07,0.0089,XLP US Equity,daily_return
2022-11-07,36.18,XLRE US Equity,close
2022-11-07,-0.0003,XLRE US Equity,daily_return
2022-11-07,65.81,XLU US Equity,close
2022-11-07,-0.0191,XLU US Equity,daily_return
2022-11-07,132.21,XLV US Equity,close
2022-11-07,0.0107,XLV US Equity,daily_return
2022-11-07,136.54,XLY US Equity,close
2022-11-07,-0.007,XLY US Equity,daily_return
2022-11-08,77.32,XLB US Equity,close
2022-11-08,0.0172,XLB US Equity,daily_return
2022-11-08,46.59,XLC US Equity,close
2022-11-08,0.0011,XLC US Equity,daily_return
2022-11-08,93.08,XLE US Equity,close
2022-11-08,0.001,XLE US Equity,daily_return
2022-11-08,34.45,XLF US Equity,close
2022-11-08,0.0058,XLF US Equity,daily_return
2022-11-08,96.93,XLI US Equity,close
2022-11-08,0.0087,XLI US Equity,daily_return
2022-11-08,124.19,XLK US Equity,close
2022-11-08,0.0096,XLK US Equity,daily_return
